0.161852, -0.323700, 39.402359 0.161852, -0.323700, 39.402359 
-3.864831, -4.492417, 35.385986 0.322790, -0.322785, 55.881516 
-7.804753, -8.572343, 31.574223 0.323702, -0.323696, 54.890442 
-11.586361, -12.489905, 28.044937 0.324619, -0.324613, 55.490238 
-15.182801, -16.206768, 23.959702 0.162311, -0.162310, 26.720697 
-18.545454, -19.688364, 20.043314 0.162311, -0.162310, 26.774353 
-21.648745, -22.892893, 16.344355 0.162311, -0.162310, 26.999619 
-24.470507, -25.813532, 13.521757 0.324619, -0.162308, 40.500099 
-27.022417, -28.453529, 10.291263 0.162311, -0.162310, 27.282921 
-29.300625, -30.809586, 7.318711 0.162311, -0.162310, 27.165348 
-31.316147, -32.895763, 5.439750 0.162311, -0.324617, 40.714661 
-33.077473, -34.726505, 3.763569 0.162311, -0.324617, 39.838028 
-34.618835, -36.328808, 2.305567 0.162311, -0.324617, 39.760445 
-35.952988, -37.697403, 0.165566 0.162311, -0.162310, 27.081907 
-37.101036, -38.873882, -1.726259 0.162311, -0.162310, 27.445278 
-38.071590, -39.879742, -2.443218 0.324619, -0.162308, 40.483646 
-38.897141, -40.735352, -3.013420 0.323702, -0.161849, 40.649128 
-39.595833, -41.459717, -3.475299 0.324619, -0.162308, 40.481487 
-40.177139, -42.070034, -3.885755 0.324619, -0.162308, 39.903286 
-40.663921, -42.594658, -3.004465 0.323702, -0.323696, 55.098339 
-41.089581, -43.020458, -4.420394 0.162311, -0.162310, 26.720697 
-41.443924, -43.393867, -4.638429 0.161852, -0.323700, 39.741100 
-41.729824, -43.696140, -4.764389 0.161852, -0.323700, 40.226868 
-41.963871, -43.944324, -4.803782 0.162311, -0.324617, 40.781540 
-42.153633, -44.132660, -5.989654 0.162311, -0.162310, 26.560852 
-42.305599, -44.282379, -7.002291 0.161852, -0.161851, 27.330225 
-42.418766, -44.399220, -6.808856 0.324619, -0.162308, 40.486526 
-42.504826, -44.487907, -6.670010 0.323702, -0.161849, 39.715248 
-42.567635, -44.552563, -6.429179 0.323702, -0.161849, 40.940811 
-42.603306, -44.596630, -6.169119 0.323702, -0.161849, 41.133236 
-42.643452, -44.623016, -7.204806 0.161852, -0.161851, 25.972898 
-42.667641, -44.634212, -8.082779 0.162311, -0.162310, 26.675343 
-42.678001, -44.632240, -8.855379 0.162311, -0.162310, 27.005060 
-42.669052, -44.632782, -8.424812 0.162772, -0.325539, 40.118286 
-42.650192, -44.622116, -7.980284 0.162311, -0.324617, 40.654308 
-42.622585, -44.587730, -8.782985 0.162311, -0.162310, 26.405910 
-42.580536, -44.553020, -8.295198 0.324619, -0.162308, 40.465099 
-42.524948, -44.503799, -7.859452 0.324619, -0.162308, 40.299290 
-42.464333, -44.448662, -7.490357 0.324619, -0.162308, 39.747677 
-42.406487, -44.388161, -7.122693 0.323702, -0.161849, 39.975330 
-42.350666, -44.322834, -7.916571 0.161852, -0.161851, 26.731737 
-42.289997, -44.253105, -8.675968 0.161852, -0.161851, 26.246552 
-42.224869, -44.200485, -8.173799 0.161852, -0.323700, 40.103268 
-42.148411, -44.142319, -7.764233 0.161852, -0.323700, 39.320652 
-42.083138, -44.071800, -7.289029 0.161852, -0.323700, 40.446835 
-42.013546, -43.997189, -6.732396 0.162311, -0.324617, 41.734344 
-41.925911, -43.904610, -6.269800 0.324619, -0.162308, 40.987518 
-41.835682, -43.809505, -5.798713 0.324619, -0.162308, 41.416679 
-41.742970, -43.711975, -5.413858 0.324619, -0.162308, 40.759064 
-41.647858, -43.612099, -5.088228 0.324619, -0.162308, 40.411602 
-41.550430, -43.509945, -4.766629 0.324619, -0.162308, 40.558697 
-41.457684, -43.405537, -5.647310 0.161852, -0.161851, 26.810167 
-41.362144, -43.313103, -5.201303 0.162311, -0.324617, 41.193245 
-41.256802, -43.217289, -4.892509 0.161852, -0.323700, 39.919315 
-41.163921, -43.118317, -4.563774 0.161852, -0.323700, 40.236668 
-41.046524, -43.016399, -2.951724 0.324619, -0.324613, 55.177383 
-40.927929, -42.897438, -2.682035 0.324619, -0.162308, 41.265980 
-40.808098, -42.776859, -2.392767 0.324619, -0.162308, 41.619034 
-40.708385, -42.654625, -3.340558 0.161852, -0.161851, 27.569025 
-40.598335, -42.530823, -4.234451 0.162311, -0.162310, 27.054504 
-40.493141, -42.405407, -4.955657 0.162311, -0.162310, 28.117413 
-40.385090, -42.292477, -4.454919 0.161852, -0.323700, 41.281956 
-40.252846, -42.162666, -4.064457 0.324619, -0.162308, 40.279938 
-40.127037, -42.031334, -3.717302 0.323702, -0.161849, 40.102150 
-39.992592, -41.898479, -3.358890 0.322790, -0.161394, 40.422871 
-39.857178, -41.764191, -3.020910 0.323702, -0.161849, 40.390697 
-39.720840, -41.628433, -2.685841 0.323702, -0.161849, 40.455612 
-39.604919, -41.498405, -3.508955 0.161852, -0.161851, 27.489988 
-39.479000, -41.359104, -4.263187 0.161852, -0.161851, 27.255533 
-39.358192, -41.232689, -3.843237 0.162311, -0.324617, 39.857246 
-39.234779, -41.096649, -4.451455 0.162311, -0.162310, 28.307859 
-39.094631, -40.958714, -3.941437 0.324619, -0.162308, 40.314472 
-38.953392, -40.811707, -3.434179 0.323702, -0.161849, 40.702606 
-38.810978, -40.663555, -3.036747 0.323702, -0.161849, 39.704216 
-38.660206, -40.514259, -2.564326 0.323702, -0.161849, 40.866482 
-38.530331, -40.371021, -3.422449 0.161852, -0.161851, 26.035538 
-38.390865, -40.233067, -2.935356 0.161852, -0.323700, 40.345577 
-38.249752, -40.078590, -3.509893 0.161852, -0.161851, 28.514509 
-38.114239, -39.937408, -2.900210 0.161852, -0.323700, 41.251984 
-37.969368, -39.794064, -2.289323 0.161852, -0.323700, 41.690613 
-37.830219, -39.648743, -1.784801 0.162311, -0.324617, 40.990894 
-37.689060, -39.494324, -2.457985 0.162311, -0.162310, 27.880543 
-37.524479, -39.331413, -1.943139 0.324619, -0.162308, 40.538441 
-37.367191, -39.167839, -1.405391 0.323702, -0.161849, 41.128288 
-37.202034, -39.003624, -0.868499 0.323702, -0.161849, 41.551472 
-37.044010, -38.838764, -0.383388 0.323702, -0.161849, 41.233837 
-36.885166, -38.680481, 0.040892 0.324619, -0.162308, 40.926914 
-36.732765, -38.506527, -0.717224 0.162311, -0.162310, 27.801374 
-36.579071, -38.354153, -0.270154 0.162311, -0.324617, 40.531746 
-36.431324, -38.207092, 0.148391 0.162311, -0.324617, 40.389320 
-36.281799, -38.050358, 0.497432 0.161852, -0.323700, 39.838173 
-36.109032, -37.899204, 2.189373 0.323702, -0.323696, 55.158005 
-35.936501, -37.731544, 2.440689 0.323702, -0.161849, 40.353977 
-35.785679, -37.555901, 1.417103 0.161852, -0.161851, 26.134798 
-35.633129, -37.387302, 0.519714 0.161852, -0.161851, 26.335251 
-35.471771, -37.210716, -0.230541 0.161852, -0.161851, 27.052917 
-35.316715, -37.041183, -0.888325 0.161852, -0.161851, 27.131830 
-35.138622, -36.863674, -0.292237 0.323702, -0.161849, 40.450310 
-34.961006, -36.678871, 0.216932 0.323702, -0.161849, 39.950882 
-34.783794, -36.501759, 0.729407 0.323702, -0.161849, 40.221603 
-34.621368, -36.324402, 0.067519 0.161396, -0.161395, 27.338556 
-34.450760, -36.168468, 1.910637 0.323702, -0.323696, 54.687603 
-34.294270, -36.010464, 2.390133 0.161852, -0.323700, 41.031960 
-34.136284, -35.828945, 1.559228 0.161852, -0.161851, 26.524488 
-33.976906, -35.647518, 0.814400 0.161852, -0.161851, 26.533253 
-33.809063, -35.480591, 1.272242 0.161852, -0.323700, 39.229923 
-33.647858, -35.319672, 1.804405 0.161852, -0.323700, 40.326839 
-33.485500, -35.149853, 2.192206 0.161852, -0.323700, 38.961857 
-33.307552, -34.964687, 2.617492 0.324619, -0.162308, 39.579250 
-33.122753, -34.779827, 3.045321 0.323702, -0.161849, 39.840523 
-32.938736, -34.595325, 3.496201 0.324619, -0.162308, 40.333759 
-32.755512, -34.418293, 3.916948 0.324619, -0.162308, 40.333759 
-32.573013, -34.240879, 4.432501 0.324619, -0.162308, 41.622543 
-32.405697, -34.055939, 3.590864 0.162311, -0.162310, 26.760189 
-32.244949, -33.893024, 3.993895 0.162311, -0.324617, 39.791473 
-32.075863, -33.721283, 4.440333 0.161852, -0.323700, 40.326839 
-31.913544, -33.548691, 4.909325 0.161396, -0.322788, 40.911652 
-31.742954, -33.360996, 4.001468 0.161852, -0.161851, 25.806820 
-31.564745, -33.173897, 4.525247 0.323702, -0.161849, 40.684895 
-31.386854, -32.987362, 5.004656 0.323702, -0.161849, 40.595444 
-31.202007, -32.801395, 5.416189 0.324619, -0.162308, 40.041542 
-31.025284, -32.615921, 5.838784 0.324619, -0.162308, 40.465099 
-30.863352, -32.430923, 5.005280 0.162311, -0.162310, 26.688910 
-30.693249, -32.260933, 5.491988 0.162311, -0.324617, 40.451183 
-30.530075, -32.090149, 5.900409 0.162311, -0.324617, 39.789703 
-30.366053, -31.918657, 6.214438 0.162311, -0.324617, 39.035919 
-30.194101, -31.746542, 6.534323 0.162311, -0.324617, 39.229778 
-30.029306, -31.573879, 6.979193 0.162311, -0.324617, 40.675858 
-29.856699, -31.400743, 7.403651 0.162311, -0.324617, 40.781540 
-29.676769, -31.212616, 7.774380 0.324619, -0.162308, 40.337555 
-29.497622, -31.025343, 8.097211 0.323702, -0.161849, 40.068447 
-29.326475, -30.838964, 7.134317 0.162311, -0.162310, 25.909716 
-29.140789, -30.653397, 7.528182 0.324619, -0.162308, 39.921211 
-28.963596, -30.468601, 7.907651 0.324619, -0.162308, 39.967106 
-28.801649, -30.299080, 8.285153 0.161852, -0.323700, 40.137997 
-28.639040, -30.129047, 8.619723 0.161852, -0.323700, 39.772770 
-28.475861, -29.965755, 8.918028 0.161852, -0.323700, 39.521904 
-28.312197, -29.794285, 9.246739 0.161852, -0.323700, 40.057266 
-28.140957, -29.622581, 9.590506 0.161852, -0.323700, 40.371105 
-27.955366, -29.436163, 9.961012 0.324619, -0.162308, 40.829185 
-27.771433, -29.250820, 10.346942 0.323702, -0.161849, 41.107716 
